customer_id,company_name,industry,company_size,country_code,country_name,timezone,contact_email,signup_date,is_active,churned_at,churn_reason,nps_score,is_churned,plan_tier,plan_name,mrr_usd,status,start_date,end_date,billing_cycle,cancellation_reason,ticket_count,avg_satisfaction,escalated_count,total_events,days_active,feature_count,avg_session_sec,engagement_score,member_count,high_ticket,ticket_bucket,segment_label,ticket_bucket_sort
248,Sage Pro,Technology,enterprise,US,United States,America/Los_Angeles,michael.clark@corp.net,2023-07-05,1,0,Not Churned,7.0,0,professional,Professional Plus,49.17,active,2024-05-26,0,annual,Not Cancelled,1,0.0,0,36,2,2,1943.6666666666667,0.7131,34,0,1 ticket,Stable Paid,2
249,RiftPro,Finance,medium,CA,Canada,America/Toronto,linda.clark@riftpro.com,2025-06-08,1,0,Not Churned,7.0,0,professional,Professional,39.0,active,2025-06-08,0,monthly,Not Cancelled,0,0.0,0,30,1,1,1672.6666666666667,0.6973,29,0,0 tickets,Stable Paid,1
250,SageNet,Manufacturing,large,FR,France,Europe/Paris,jessica.walker@sagenet.com,2025-04-26,1,0,Not Churned,7.0,0,professional,Professional,39.0,active,2025-09-07,0,monthly,Not Cancelled,2,0.0,0,44,1,1,1522.4166666666667,0.7183,42,0,2-3 tickets,Stable Paid,3
251,AcmeStack,Media,enterprise,CA,Canada,America/Toronto,ana.young@enterprise.com,2023-12-05,1,0,Not Churned,5.0,0,free,Free,0.0,active,2023-12-05,0,monthly,Not Cancelled,0,0.0,0,37,1,1,1697.103448275862,0.7233,32,0,0 tickets,Upsell Candidates,1
252,Core Ventures,Consulting,small,CA,Canada,America/Toronto,mark.lee@coreventures.com,2024-02-27,0,2025-05-28 11:56:36,Too expensive,7.0,1,free,Free,0.0,cancelled,2024-02-27,2025-05-28,monthly,Not using it,0,0.0,0,38,1,1,1601.774193548387,0.7206,36,0,0 tickets,Churned — Low Engagement,1
253,Quest HQ,Marketing,small,US,United States,America/New_York,sofia.anderson@corp.net,2025-01-03,1,0,Not Churned,7.0,0,enterprise,Enterprise,82.5,active,2025-01-03,0,annual,Not Cancelled,0,0.0,0,31,1,1,1800.2916666666667,0.7296,30,0,0 tickets,Stable Paid,1
254,GridHub,Technology,small,IN,India,Asia/Kolkata,dmitri.green@tech.dev,2023-04-19,0,2024-01-29 00:09:20,Not enough users,5.0,1,starter,Starter,10.0,cancelled,2023-04-19,2024-01-29,annual,Not Cancelled,0,0.0,0,40,1,1,1597.9333333333334,0.7145,40,0,0 tickets,Churned — Low Engagement,1
255,GridAnalytics,E-commerce,small,AU,Australia,Australia/Sydney,susan.robinson@gridanalytics.com,2024-02-29,0,2025-08-03 20:27:28,Not Churned,6.0,1,starter,Starter,10.0,cancelled,2024-08-02,2025-08-03,annual,Not Cancelled,0,0.0,0,42,1,1,1646.6875,0.7198,42,0,0 tickets,Churned — Low Engagement,1
256,DriftOps,Media,small,CA,Canada,America/Toronto,james.king@startup.co,2024-05-09,1,0,Not Churned,7.0,0,professional,Professional Plus,59.0,active,2025-05-03,0,monthly,Not Cancelled,1,0.0,0,43,1,1,1619.8387096774193,0.72,42,0,1 ticket,Stable Paid,2
257,Ion Systems,Manufacturing,large,BR,Brazil,America/Sao_Paulo,joshua.lee@corp.net,2025-02-19,1,0,Not Churned,6.0,0,starter,Starter Plus,15.83,active,2025-02-19,0,annual,Not Cancelled,0,0.0,0,55,2,2,1938.4285714285716,0.7238,51,0,0 tickets,Stable Paid,1
258,Mist Net,Telecommunications,large,JP,Japan,Asia/Tokyo,karen.santos@tech.dev,2023-07-25,1,0,Not Churned,7.0,0,professional,Professional,31.2,active,2023-07-25,0,monthly,Not Cancelled,0,0.0,0,45,1,1,1696.0285714285717,0.702,44,0,0 tickets,Stable Paid,1
259,RiftDigital,Logistics,small,JP,Japan,Asia/Tokyo,paul.hall@company.io,2024-08-19,1,0,Not Churned,7.0,0,professional,Professional Plus,50.15,active,2024-12-27,0,monthly,Not Cancelled,0,0.0,0,50,2,2,1637.7435897435898,0.7275,48,0,0 tickets,Stable Paid,1
260,IrisCloud,Manufacturing,enterprise,US,United States,America/New_York,dorothy.miller@gmail.com,2025-02-07,1,0,Not Churned,7.0,0,free,Free,0.0,active,2025-02-07,0,monthly,Not Cancelled,0,0.0,0,52,1,1,1940.35,0.724,50,0,0 tickets,Upsell Candidates,1
261,JetAI,Education,small,JP,Japan,Asia/Tokyo,john.thompson@tech.dev,2025-01-30,1,0,Not Churned,7.0,0,free,Free,0.0,active,2025-01-30,0,monthly,Not Cancelled,1,0.0,0,38,1,1,1744.5172413793102,0.7283,37,0,1 ticket,Upsell Candidates,2
262,Yield Logic,Manufacturing,enterprise,SG,Singapore,Asia/Singapore,charles.scott@hotmail.com,2025-03-10,1,0,Not Churned,5.0,0,professional,Professional,39.0,active,2025-07-18,0,monthly,Not Cancelled,2,0.0,1,38,1,1,1656.46875,0.719,38,0,2-3 tickets,Stable Paid,3
263,WarpVentures,Real Estate,small,FR,France,Europe/Paris,richard.jackson@outlook.com,2023-06-27,1,0,Not Churned,2.0,0,professional,Professional Plus,59.0,active,2023-09-14,0,monthly,Not Cancelled,0,0.0,0,40,1,1,1686.9666666666667,0.7263,39,0,0 tickets,Stable Paid,1
264,Link Analytics,Technology,small,CA,Canada,America/Toronto,yuki.martinez@linkanalytics.com,2025-08-12,1,0,Not Churned,7.0,0,free,Free,0.0,active,2025-08-12,0,monthly,Not Cancelled,1,0.0,0,38,1,1,2003.9666666666667,0.7288,38,0,1 ticket,Upsell Candidates,2
265,FluxVentures,Healthcare,enterprise,FR,France,Europe/Paris,charles.king@outlook.com,2023-06-13,1,0,Not Churned,3.0,0,professional,Professional Plus,49.17,active,2024-04-25,0,annual,Not Cancelled,0,0.0,0,42,1,1,1818.551724137931,0.7287,41,0,0 tickets,Stable Paid,1
266,NovaOps,Marketing,small,GB,United Kingdom,Europe/London,priya.flores@novaops.com,2023-12-21,1,0,Not Churned,7.0,0,free,Free,0.0,active,2023-12-21,0,monthly,Not Cancelled,0,0.0,0,37,1,1,1960.0333333333333,0.7153,35,0,0 tickets,Upsell Candidates,1
267,CloudOps,Manufacturing,enterprise,US,United States,America/Chicago,matthew.taylor@tech.dev,2024-01-19,1,0,Not Churned,7.0,0,starter,Starter,10.2,active,2024-01-19,0,monthly,Not Cancelled,0,0.0,0,28,1,1,1652.05,0.7284,27,0,0 tickets,Stable Paid,1
268,PeakSoftware,Healthcare,small,US,United States,America/Los_Angeles,lars.wright@hotmail.com,2025-03-03,1,0,Not Churned,7.0,0,free,Free,0.0,active,2025-03-03,0,monthly,Not Cancelled,0,0.0,0,37,2,2,1705.344827586207,0.7285,35,0,0 tickets,Upsell Candidates,1
269,NovaDynamics,Telecommunications,large,AU,Australia,Australia/Sydney,raj.ivanov@novadynamics.com,2025-01-04,1,0,Not Churned,2.0,0,free,Free,0.0,active,2025-01-04,0,monthly,Not Cancelled,0,0.0,0,41,1,1,1803.5142857142855,0.7229,39,0,0 tickets,Upsell Candidates,1
270,JadeTech,E-commerce,small,AU,Australia,Australia/Sydney,matthew.lewis@gmail.com,2023-05-02,1,0,Not Churned,7.0,0,professional,Professional Plus,49.17,active,2023-07-20,0,annual,Not Cancelled,0,0.0,0,34,1,1,2040.9583333333333,0.7217,34,0,0 tickets,Stable Paid,1
271,SageTech,Media,small,DE,Germany,Europe/Berlin,mei.baker@enterprise.com,2025-04-21,1,0,Not Churned,8.0,0,free,Free,0.0,active,2025-04-21,0,annual,Not Cancelled,1,0.0,0,44,1,1,1665.4193548387098,0.727,42,0,1 ticket,Upsell Candidates,2
272,JetCloud,Telecommunications,enterprise,FR,France,Europe/Paris,raj.white+test@jetcloud.com,2023-01-06,1,0,Not Churned,8.0,0,free,Free,0.0,active,2023-01-06,0,annual,Not Cancelled,0,0.0,0,51,1,1,1706.4634146341464,0.73,50,0,0 tickets,Upsell Candidates,1
273,TidalSoftware,Telecommunications,large,IN,India,Asia/Kolkata,susan.clark@yahoo.com,2023-08-15,1,0,Not Churned,3.0,0,starter,Starter,12.0,active,2023-08-15,0,monthly,Not Cancelled,0,0.0,0,28,1,1,1894.909090909091,0.7162,26,0,0 tickets,Stable Paid,1
274,WarpDynamics,Media,small,DE,Germany,Europe/Berlin,wei.jones@corp.net,2023-12-05,1,0,Not Churned,7.0,0,professional,Professional Plus,59.0,active,2025-01-17,0,monthly,Not Cancelled,1,5.0,1,43,1,1,1715.15625,0.7168,42,0,1 ticket,Stable Paid,2
275,GridCloud,Telecommunications,small,IN,India,Asia/Kolkata,ashley.lewis@corp.net,2024-08-03,1,0,Not Churned,7.0,0,enterprise,Enterprise,99.0,active,2025-01-08,0,monthly,Not Cancelled,1,0.0,0,35,1,1,2332.6296296296296,0.7239,35,0,1 ticket,Stable Paid,2
276,UltraPlatform,Legal,large,SG,Singapore,Asia/Singapore,margaret.moore@company.io,2024-04-18,1,0,Not Churned,7.0,0,professional,Professional,32.5,active,2025-05-31,0,annual,Not Cancelled,0,0.0,0,44,1,1,1680.9756097560976,0.7298,43,0,0 tickets,Stable Paid,1
277,Mist Tech,Retail,small,US,United States,America/Los_Angeles,paul.gonzalez@outlook.com,2025-07-02,0,2025-09-19 05:48:40,Not Churned,4.0,1,free,Free,0.0,cancelled,2025-07-02,2025-09-19,monthly,Switched competitor,1,0.0,0,48,1,1,1923.2894736842104,0.7241,46,0,1 ticket,Churned — Low Engagement,2
278,Cloud Dynamics,Education,medium,JP,Japan,Asia/Tokyo,donald.adams@hotmail.com,2024-08-26,1,0,Not Churned,7.0,0,enterprise,Enterprise Custom,149.25,active,2025-10-21,0,annual,Not Cancelled,0,0.0,0,41,1,1,1771.90625,0.7214,40,0,0 tickets,Champions,1
279,ZenStudio,Logistics,small,BR,Brazil,America/Sao_Paulo,fatima.hernandez@yahoo.com,2025-08-29,1,0,Not Churned,7.0,0,professional,Professional,39.0,active,2025-08-29,0,monthly,Not Cancelled,0,0.0,0,45,1,1,2104.5128205128203,0.7297,44,0,0 tickets,Stable Paid,1
280,VinePro,Marketing,small,GB,United Kingdom,Europe/London,priya.young@vinepro.com,2023-07-31,1,0,Not Churned,7.0,0,starter,Starter,12.0,active,2023-07-31,0,monthly,Not Cancelled,0,0.0,0,52,1,1,2103.589743589744,0.728,51,0,0 tickets,Stable Paid,1
281,EchoHQ,Technology,large,IN,India,Asia/Kolkata,michael.rivera@protonmail.com,2023-09-27,1,0,Not Churned,7.0,0,free,Free,0.0,active,2023-09-27,0,monthly,Not Cancelled,0,0.0,0,51,1,1,1716.2702702702702,0.7207,46,0,0 tickets,Upsell Candidates,1
282,XenonVentures,Retail,small,JP,Japan,Asia/Tokyo,thomas.harris@startup.co,2025-06-07,1,0,Not Churned,7.0,0,free,Free,0.0,active,2025-06-07,0,monthly,Not Cancelled,1,0.0,0,35,1,1,1896.0,0.7292,33,0,1 ticket,Upsell Candidates,2
283,GlowDigital,E-commerce,small,JP,Japan,Asia/Tokyo,raj.moore@company.io,2025-04-16,0,2025-06-29 17:29:30,Budget cuts,7.0,1,professional,Professional,32.5,cancelled,2025-09-23,0,annual,Budget cuts,1,2.0,0,41,1,1,1870.764705882353,0.7238,39,0,1 ticket,Churned — Low Engagement,2
284,EchoOps,E-commerce,medium,US,United States,America/Los_Angeles,raj.santos@yahoo.com,2023-06-14,0,2025-09-17 08:42:34,Too expensive,7.0,1,free,Free,0.0,cancelled,2024-04-06,2025-09-17,annual,Budget cuts,0,0.0,0,43,1,1,1763.7575757575758,0.7189,42,0,0 tickets,Churned — Low Engagement,1
285,Luna Dev,Manufacturing,medium,BR,Brazil,America/Sao_Paulo,aisha.johnson@protonmail.com,2023-08-10,1,0,Not Churned,7.0,0,enterprise,Enterprise,99.0,active,2023-08-10,0,monthly,Not Cancelled,0,0.0,0,41,2,2,2090.28125,0.7291,40,0,0 tickets,Stable Paid,1
286,KitePlatform,Real Estate,small,BR,Brazil,America/Sao_Paulo,sofia.singh@protonmail.com,2024-12-03,1,0,Not Churned,8.0,0,professional,Professional Plus,59.0,active,2025-10-05,0,monthly,Not Cancelled,1,0.0,0,40,1,1,2118.766666666667,0.7137,39,0,1 ticket,Stable Paid,2
287,Bolt Software,Media,enterprise,JP,Japan,Asia/Tokyo,fatima.clark@yahoo.com,2024-09-21,1,0,Not Churned,7.0,0,starter,Starter Plus,19.0,active,2025-01-06,0,monthly,Not Cancelled,1,0.0,0,40,1,1,1902.0967741935483,0.7278,39,0,1 ticket,Stable Paid,2
288,FlowIO,Telecommunications,medium,JP,Japan,Asia/Tokyo,sofia.smith@startup.co,2024-01-15,1,0,Not Churned,7.0,0,free,Free,0.0,active,2024-01-15,0,monthly,Not Cancelled,0,0.0,0,47,1,1,1700.6486486486488,0.727,46,0,0 tickets,Upsell Candidates,1
289,OrbitIO,Manufacturing,small,BR,Brazil,America/Sao_Paulo,hassan.chen@orbitio.com,2023-05-18,1,0,Not Churned,7.0,0,starter,Starter Plus,15.83,active,2025-03-06,0,annual,Not Cancelled,0,0.0,0,35,1,1,1937.4666666666667,0.7261,34,0,0 tickets,Stable Paid,1
290,SyncGroup,Manufacturing,small,GB,United Kingdom,Europe/London,james.rivera+test@outlook.com,2024-01-20,1,0,Not Churned,7.0,0,professional,Professional Plus,59.0,active,2024-05-19,0,monthly,Not Cancelled,0,0.0,0,43,1,1,1751.5454545454545,0.7247,41,0,0 tickets,Stable Paid,1
291,Beam Stack,Real Estate,small,DE,Germany,Europe/Berlin,ana.wright@protonmail.com,2024-02-11,1,0,Not Churned,9.0,0,professional,Professional,32.5,active,2024-08-05,0,annual,Not Cancelled,0,0.0,0,42,1,1,2146.1,0.7288,41,0,0 tickets,Stable Paid,1
292,LunaStudio,Consulting,small,DE,Germany,Europe/Berlin,andrew.thompson@yahoo.com,2024-11-06,0,2025-03-05 05:37:25,Not enough users,7.0,1,free,Free,0.0,cancelled,2024-11-06,2025-03-05,annual,Not using it,1,0.0,0,59,1,1,1703.5434782608695,0.7285,58,0,1 ticket,Churned — Low Engagement,2
293,GridSoftware,Insurance,small,JP,Japan,Asia/Tokyo,donna.hall@startup.co,2023-01-06,1,0,Not Churned,7.0,0,professional,Professional,39.0,active,2023-08-21,0,monthly,Not Cancelled,0,0.0,0,55,1,1,1752.813953488372,0.7276,54,0,0 tickets,Stable Paid,1
294,UnitLogic,Manufacturing,medium,SG,Singapore,Asia/Singapore,dorothy.jackson@yahoo.com,2024-03-25,0,2025-09-16 05:12:33,Not Churned,1.0,1,professional,Professional Plus,49.17,cancelled,2024-09-06,2025-09-16,annual,Not using it,0,0.0,0,34,2,2,1766.2307692307693,0.7231,33,0,0 tickets,Churned — Low Engagement,1
295,NexusSolutions,Marketing,small,SG,Singapore,Asia/Singapore,james.hernandez@startup.co,2024-02-09,1,0,Not Churned,0.0,0,professional,Professional Plus,49.17,active,2024-02-09,0,annual,Not Cancelled,0,0.0,0,45,2,2,1713.3684210526317,0.7269,43,0,0 tickets,Stable Paid,1
296,WaveStudio,Education,small,BR,Brazil,America/Sao_Paulo,richard.robinson@protonmail.com,2024-06-02,0,2024-08-27 05:22:20,Outgrew the platform,9.0,1,starter,Starter,12.0,cancelled,2025-01-30,0,monthly,Budget cuts,0,0.0,0,49,1,1,1338.4736842105262,0.7258,47,0,0 tickets,Churned — Low Engagement,1
297,Core Logic,Real Estate,medium,GB,United Kingdom,Europe/London,priya.perez@enterprise.com,2025-06-01,0,2025-07-23 13:50:58,Poor support experience,4.0,1,enterprise,Enterprise,99.0,cancelled,2025-10-22,0,monthly,Company reorganization,1,3.0,0,38,1,1,1546.928571428571,0.7275,35,0,1 ticket,Churned — Low Engagement,2
298,Ultra Corp,Marketing,medium,JP,Japan,Asia/Tokyo,james.hall@outlook.com,2025-02-05,1,0,Not Churned,10.0,0,starter,Starter,12.0,active,2025-09-22,0,monthly,Not Cancelled,0,0.0,0,45,1,1,2020.03125,0.7231,44,0,0 tickets,Stable Paid,1
299,Keen Analytics,Finance,large,SG,Singapore,Asia/Singapore,richard.young@hotmail.com,2023-07-31,1,0,Not Churned,7.0,0,professional,Professional Plus,59.0,active,2023-07-31,0,monthly,Not Cancelled,0,0.0,0,42,1,1,1721.735294117647,0.7264,41,0,0 tickets,Stable Paid,1
300,Flow Ops,Logistics,medium,BR,Brazil,America/Sao_Paulo,james.kim@enterprise.com,2023-11-19,1,0,Not Churned,7.0,0,professional,Professional Plus,59.0,active,2023-11-19,0,monthly,Not Cancelled,1,0.0,0,42,1,1,1589.571428571429,0.7196,41,0,1 ticket,Stable Paid,2
301,FluxSolutions,Telecommunications,medium,DE,Germany,Europe/Berlin,betty.anderson@tech.dev,2024-05-04,1,0,Not Churned,6.0,0,professional,Professional Plus,41.79,active,2024-12-04,0,annual,Not Cancelled,0,0.0,0,37,2,2,1366.8846153846157,0.7298,33,0,0 tickets,Stable Paid,1
302,DriftSystems,Consulting,small,FR,France,Europe/Paris,james.smith@outlook.com,2024-09-19,1,0,Not Churned,6.0,0,starter,Starter,10.0,active,2024-09-19,0,annual,Not Cancelled,0,0.0,0,49,2,2,1780.7179487179487,0.7271,48,0,0 tickets,Stable Paid,1
303,EchoGroup,Finance,medium,AU,Australia,Australia/Sydney,susan.clark@startup.co,2023-07-04,1,0,Not Churned,7.0,0,starter,Starter Plus,15.83,active,2023-07-04,0,annual,Not Cancelled,0,0.0,0,51,1,1,2089.868421052632,0.7291,49,0,0 tickets,Stable Paid,1
304,Pulse Dynamics,Manufacturing,enterprise,AU,Australia,Australia/Sydney,richard.martinez@enterprise.com,2023-06-30,1,0,Not Churned,10.0,0,starter,Starter Plus,15.83,active,2023-06-30,0,annual,Not Cancelled,0,0.0,0,43,1,1,1732.9722222222222,0.7126,40,0,0 tickets,Stable Paid,1
305,Keen AI,Manufacturing,small,FR,France,Europe/Paris,william.brown@outlook.com,2023-12-09,1,0,Not Churned,8.0,0,enterprise,Enterprise,99.0,active,2023-12-09,0,monthly,Not Cancelled,0,0.0,0,43,1,1,2007.1290322580649,0.7138,43,0,0 tickets,Stable Paid,1
306,MetaVentures,Logistics,medium,US,United States,America/Los_Angeles,lars.jackson@enterprise.com,2024-04-02,1,0,Not Churned,6.0,0,starter,Starter,9.0,active,2025-08-20,0,annual,Not Cancelled,1,0.0,0,41,1,1,1844.142857142857,0.7198,39,0,1 ticket,Stable Paid,2
307,KiteStack,Marketing,medium,SG,Singapore,Asia/Singapore,donna.torres@outlook.com,2023-08-22,1,0,Not Churned,7.0,0,starter,Starter,12.0,active,2024-06-13,0,monthly,Not Cancelled,0,0.0,0,34,1,1,2000.551724137931,0.7274,33,0,0 tickets,Stable Paid,1
308,MistStack,Telecommunications,medium,IN,India,Asia/Kolkata,ahmed.nguyen@yahoo.com,2023-01-24,0,2024-02-22 11:32:08,Not Churned,5.0,1,free,Free,0.0,cancelled,2023-01-24,2024-02-22,monthly,Company reorganization,0,0.0,0,32,1,1,1793.48,0.7192,32,0,0 tickets,Churned — Low Engagement,1
309,NovaSolutions,Healthcare,small,CA,Canada,America/Toronto,kimberly.brown@novasolutions.com,2024-09-24,0,2025-07-05 07:28:58,Budget cuts,1.0,1,professional,Professional,32.5,cancelled,2024-09-24,2025-07-05,annual,Budget cuts,0,0.0,0,46,1,1,1674.6,0.7152,45,0,0 tickets,Churned — Low Engagement,1
310,Hive Solutions,Technology,small,SG,Singapore,Asia/Singapore,daniel.lee@tech.dev,2024-07-15,1,0,Not Churned,7.0,0,starter,Starter,12.0,active,2024-07-15,0,monthly,Not Cancelled,0,0.0,0,48,1,1,1925.102564102564,0.724,48,0,0 tickets,Stable Paid,1
311,LinkGroup,Legal,large,BR,Brazil,America/Sao_Paulo,margaret.king@company.io,2023-08-21,1,0,Not Churned,7.0,0,enterprise,Enterprise,82.5,active,2025-01-07,0,annual,Not Cancelled,0,0.0,0,39,2,2,2221.967741935484,0.7204,38,0,0 tickets,Stable Paid,1
312,SageIO,Consulting,small,US,United States,America/New_York,lars.ramirez@gmail.com,2023-07-13,1,0,Not Churned,7.0,0,enterprise,Enterprise,82.5,active,2023-07-13,0,annual,Not Cancelled,0,0.0,0,38,1,1,1628.53125,0.7299,36,0,0 tickets,Stable Paid,1
313,TrekPro,Retail,medium,GB,United Kingdom,Europe/London,thomas.garcia@corp.net,2024-12-02,1,0,Not Churned,7.0,0,free,Free,0.0,active,2024-12-02,0,monthly,Not Cancelled,0,0.0,0,31,1,1,1785.3846153846157,0.7129,31,0,0 tickets,Upsell Candidates,1
314,ArcSoftware,Finance,small,DE,Germany,Europe/Berlin,linda.green@corp.net,2023-11-25,0,2024-02-01 13:12:31,Outgrew the platform,10.0,1,professional,Professional,32.5,cancelled,2024-02-08,0,annual,Missing features,0,0.0,0,36,1,1,1868.9166666666667,0.7125,33,0,0 tickets,Churned — Low Engagement,1
315,RushDigital,Legal,small,GB,United Kingdom,Europe/London,jennifer.martinez@startup.co,2025-03-29,1,0,Not Churned,8.0,0,free,Free,0.0,active,2025-03-29,0,monthly,Not Cancelled,0,0.0,0,37,1,1,1270.8148148148148,0.705,37,0,0 tickets,Upsell Candidates,1
316,VertexTech,Finance,small,DE,Germany,Europe/Berlin,lars.sanchez@hotmail.com,2023-09-14,1,0,Not Churned,7.0,0,starter,Starter,10.0,active,2023-09-14,0,annual,Not Cancelled,1,0.0,0,50,1,1,2173.846153846154,0.7291,49,0,1 ticket,Stable Paid,2
317,Zeal HQ,E-commerce,large,US,United States,America/New_York,richard.robinson@hotmail.com,2024-11-28,1,0,Not Churned,7.0,0,starter,Starter Plus,19.0,active,2024-11-28,0,monthly,Not Cancelled,0,0.0,0,46,1,1,1594.8823529411766,0.7127,46,0,0 tickets,Stable Paid,1
318,Jade Dev,Healthcare,small,CA,Canada,America/Toronto,aisha.martin@hotmail.com,2023-08-30,1,0,Not Churned,4.0,0,enterprise,Enterprise,99.0,active,2024-04-27,0,monthly,Not Cancelled,0,0.0,0,43,1,1,1949.4848484848485,0.726,40,0,0 tickets,Stable Paid,1
319,LinkSystems,E-commerce,small,US,United States,America/New_York,emily.muller@yahoo.com,2023-04-02,1,0,Not Churned,8.0,0,starter,Starter,12.0,active,2023-04-02,0,monthly,Not Cancelled,0,0.0,0,58,1,1,1724.2045454545455,0.7234,56,0,0 tickets,Stable Paid,1
320,Wave Stack,Finance,large,JP,Japan,Asia/Tokyo,mei.miller@tech.dev,2025-02-13,1,0,Not Churned,7.0,0,free,Free,0.0,active,2025-02-13,0,monthly,Not Cancelled,0,0.0,0,47,1,1,1551.625,0.7269,47,0,0 tickets,Upsell Candidates,1
321,BoltNet,Legal,small,DE,Germany,Europe/Berlin,john.young@tech.dev,2023-07-14,1,0,Not Churned,6.0,0,free,Free,0.0,active,2023-07-14,0,monthly,Not Cancelled,0,0.0,0,34,1,1,2114.9655172413795,0.7273,34,0,0 tickets,Upsell Candidates,1
322,RushGroup,Media,small,US,United States,America/Chicago,dorothy.martinez@tech.dev,2023-01-01,1,0,Not Churned,9.0,0,professional,Professional,29.25,active,2023-07-25,0,annual,Not Cancelled,0,0.0,0,44,1,1,1792.5,0.7293,42,0,0 tickets,Stable Paid,1
323,NexusStudio,E-commerce,small,FR,France,Europe/Paris,robert.nelson@hotmail.com,2024-05-24,1,0,Not Churned,6.0,0,starter,Starter Plus,19.0,active,2024-05-24,0,monthly,Not Cancelled,0,0.0,0,33,1,1,1927.7083333333333,0.7293,32,0,0 tickets,Stable Paid,1
324,Hive Ops,Healthcare,small,US,United States,America/Los_Angeles,barbara.williams@hiveops.com,2024-10-19,1,0,Not Churned,7.0,0,enterprise,Enterprise Custom,165.83,active,2025-11-01,0,annual,Not Cancelled,0,0.0,0,26,1,1,1988.625,0.7168,24,0,0 tickets,Champions,1
325,Trek Tech,Technology,small,SG,Singapore,Asia/Singapore,ashley.santos@gmail.com,2025-01-31,1,0,Not Churned,7.0,0,professional,Professional,39.0,active,2025-01-31,0,monthly,Not Cancelled,0,0.0,0,49,1,1,1712.9714285714283,0.7252,47,0,0 tickets,Stable Paid,1
326,NexusAnalytics,Legal,small,DE,Germany,Europe/Berlin,robert.wilson@hotmail.com,2023-07-14,0,2024-09-02 10:33:28,Integration issues,7.0,1,starter,Starter Plus,15.83,cancelled,2024-11-30,0,annual,Missing features,1,0.0,0,40,1,1,2025.7407407407409,0.7277,39,0,1 ticket,Churned — Low Engagement,2
327,JadePro,Legal,small,SG,Singapore,Asia/Singapore,andrew.thompson@startup.co,2023-06-20,1,0,Not Churned,7.0,0,professional,Professional Plus,59.0,paused,2024-03-23,0,monthly,Not Cancelled,0,0.0,0,44,1,1,2124.1714285714284,0.7179,43,0,0 tickets,Stable Paid,1
328,IrisGroup,Marketing,small,JP,Japan,Asia/Tokyo,charles.white@company.io,2024-07-30,1,0,Not Churned,8.0,0,starter,Starter Plus,19.0,active,2024-07-30,0,monthly,Not Cancelled,0,0.0,0,34,1,1,1943.44,0.7265,33,0,0 tickets,Stable Paid,1
329,ZenLabs,Education,medium,US,United States,America/New_York,dorothy.rodriguez@protonmail.com,2023-08-08,1,0,Not Churned,9.0,0,free,Free,0.0,active,2023-08-08,0,monthly,Not Cancelled,1,0.0,0,39,1,1,1671.3235294117646,0.7218,38,0,1 ticket,Upsell Candidates,2
330,JadeDev,Telecommunications,medium,US,United States,America/Los_Angeles,michael.williams@protonmail.com,2024-08-19,1,0,Not Churned,6.0,0,free,Free,0.0,active,2024-08-19,0,monthly,Not Cancelled,1,0.0,0,39,1,1,1519.774193548387,0.7294,39,0,1 ticket,Upsell Candidates,2
331,UnitWorks,Finance,medium,FR,France,Europe/Paris,carlos.torres@unitworks.com,2025-04-07,1,0,Not Churned,2.0,0,professional,Professional,39.0,active,2025-04-07,0,monthly,Not Cancelled,1,0.0,0,47,1,1,1855.578947368421,0.728,46,0,1 ticket,Stable Paid,2
332,WaveCorp,Retail,small,GB,United Kingdom,Europe/London,ahmed.adams@wavecorp.com,2024-06-20,0,2025-09-12 09:01:10,Integration issues,3.0,1,free,Free,0.0,cancelled,2024-06-20,2025-09-12,monthly,Not using it,0,0.0,0,42,2,2,1788.3055555555557,0.7243,41,0,0 tickets,Churned — Low Engagement,1
333,ZenHQ,Real Estate,medium,US,United States,America/Chicago,joseph.ramirez@yahoo.com,2024-05-02,1,0,Not Churned,7.0,0,free,Free,0.0,active,2025-02-24,0,monthly,Not Cancelled,0,0.0,0,45,1,1,1732.6129032258063,0.7248,43,0,0 tickets,Upsell Candidates,1
334,ZenDev,Legal,small,US,United States,America/Los_Angeles,donald.scott@corp.net,2024-09-22,1,0,Not Churned,5.0,0,professional,Professional,32.5,active,2025-07-29,0,annual,Not Cancelled,0,0.0,0,56,1,1,1660.265306122449,0.7282,56,0,0 tickets,Stable Paid,1
335,ZealCorp,Telecommunications,medium,US,United States,America/Chicago,linda.nelson@hotmail.com,2024-08-31,1,0,Not Churned,7.0,0,professional,Professional Plus,49.17,active,2024-12-26,0,annual,Not Cancelled,0,0.0,0,51,2,2,1769.25,0.7175,48,0,0 tickets,Stable Paid,1
336,WaveGroup,Insurance,medium,BR,Brazil,America/Sao_Paulo,elizabeth.lewis@hotmail.com,2023-06-09,1,0,Not Churned,7.0,0,enterprise,Enterprise,99.0,active,2023-06-09,0,monthly,Not Cancelled,0,0.0,0,37,1,1,2027.0,0.7081,36,0,0 tickets,Stable Paid,1
337,Nexus Digital,Retail,enterprise,DE,Germany,Europe/Berlin,james.perez@enterprise.com,2023-12-06,1,0,Not Churned,5.0,0,starter,Starter Plus,15.83,active,2023-12-06,0,annual,Not Cancelled,1,0.0,0,41,1,1,1795.8709677419354,0.7214,41,0,1 ticket,Stable Paid,2
