customer_id,company_name,industry,company_size,country_code,country_name,timezone,contact_email,signup_date,is_active,churned_at,churn_reason,nps_score,is_churned,plan_tier,plan_name,mrr_usd,status,start_date,end_date,billing_cycle,cancellation_reason,ticket_count,avg_satisfaction,escalated_count,total_events,days_active,feature_count,avg_session_sec,engagement_score,member_count,high_ticket,ticket_bucket,segment_label
313,TrekPro,Retail,medium,GB,United Kingdom,Europe/London,thomas.garcia@corp.net,2024-12-02,True,,,,False,free,Free,0.0,active,2024-12-02,,monthly,,0,,0,31,1,1,1785.3846153846155,0.7129,31,False,0 tickets,Upsell Candidates
314,ArcSoftware,Finance,small,DE,Germany,Europe/Berlin,linda.green@corp.net,2023-11-25,False,2024-02-01 13:12:31,Outgrew the platform,10.0,True,professional,Professional,32.5,cancelled,2024-02-08,,annual,Missing features,0,,0,36,1,1,1868.9166666666667,0.7125,33,False,0 tickets,Churned — Low Engagement
315,RushDigital,Legal,small,GB,United Kingdom,Europe/London,jennifer.martinez@startup.co,2025-03-29,True,,,8.0,False,free,Free,0.0,active,2025-03-29,,monthly,,0,,0,37,1,1,1270.8148148148148,0.705,37,False,0 tickets,Upsell Candidates
316,VertexTech,Finance,small,DE,Germany,Europe/Berlin,lars.sanchez@hotmail.com,2023-09-14,True,,,,False,starter,Starter,10.0,active,2023-09-14,,annual,,1,,0,50,1,1,2173.846153846154,0.7291,49,False,1 ticket,Stable Paid
317,Zeal HQ,E-commerce,large,US,United States,America/New_York,richard.robinson@hotmail.com,2024-11-28,True,,,,False,starter,Starter Plus,19.0,active,2024-11-28,,monthly,,0,,0,46,1,1,1594.8823529411766,0.7127,46,False,0 tickets,Stable Paid
318,Jade Dev,Healthcare,small,CA,Canada,America/Toronto,aisha.martin@hotmail.com,2023-08-30,True,,,4.0,False,enterprise,Enterprise,99.0,active,2024-04-27,,monthly,,0,,0,43,1,1,1949.4848484848485,0.726,40,False,0 tickets,Stable Paid
319,LinkSystems,E-commerce,small,US,United States,America/New_York,emily.muller@yahoo.com,2023-04-02,True,,,8.0,False,starter,Starter,12.0,active,2023-04-02,,monthly,,0,,0,58,1,1,1724.2045454545455,0.7234,56,False,0 tickets,Stable Paid
320,Wave Stack,Finance,large,JP,Japan,Asia/Tokyo,mei.miller@tech.dev,2025-02-13,True,,,,False,free,Free,0.0,active,2025-02-13,,monthly,,0,,0,47,1,1,1551.625,0.7269,47,False,0 tickets,Upsell Candidates
321,BoltNet,Legal,small,DE,Germany,Europe/Berlin,john.young@tech.dev,2023-07-14,True,,,6.0,False,free,Free,0.0,active,2023-07-14,,monthly,,0,,0,34,1,1,2114.9655172413795,0.7273,34,False,0 tickets,Upsell Candidates
322,RushGroup,Media,small,US,United States,America/Chicago,dorothy.martinez@tech.dev,2023-01-01,True,,,9.0,False,professional,Professional,29.25,active,2023-07-25,,annual,,0,,0,44,1,1,1792.5,0.7293,42,False,0 tickets,Stable Paid
323,NexusStudio,E-commerce,small,FR,France,Europe/Paris,robert.nelson@hotmail.com,2024-05-24,True,,,6.0,False,starter,Starter Plus,19.0,active,2024-05-24,,monthly,,0,,0,33,1,1,1927.7083333333333,0.7293,32,False,0 tickets,Stable Paid
324,Hive Ops,Healthcare,small,US,United States,America/Los_Angeles,barbara.williams@hiveops.com,2024-10-19,True,,,,False,enterprise,Enterprise Custom,165.83,active,2025-11-01,,annual,,0,,0,26,1,1,1988.625,0.7168,24,False,0 tickets,Champions
325,Trek Tech,Technology,small,SG,Singapore,Asia/Singapore,ashley.santos@gmail.com,2025-01-31,True,,,7.0,False,professional,Professional,39.0,active,2025-01-31,,monthly,,0,,0,49,1,1,1712.9714285714285,0.7252,47,False,0 tickets,Stable Paid
326,NexusAnalytics,Legal,small,DE,Germany,Europe/Berlin,robert.wilson@hotmail.com,2023-07-14,False,2024-09-02 10:33:28,Integration issues,,True,starter,Starter Plus,15.83,cancelled,2024-11-30,,annual,Missing features,1,,0,40,1,1,2025.7407407407406,0.7277,39,False,1 ticket,Churned — Low Engagement
327,JadePro,Legal,small,SG,Singapore,Asia/Singapore,andrew.thompson@startup.co,2023-06-20,True,,,7.0,False,professional,Professional Plus,59.0,paused,2024-03-23,,monthly,,0,,0,44,1,1,2124.1714285714284,0.7179,43,False,0 tickets,Stable Paid
328,IrisGroup,Marketing,small,JP,Japan,Asia/Tokyo,charles.white@company.io,2024-07-30,True,,,8.0,False,starter,Starter Plus,19.0,active,2024-07-30,,monthly,,0,,0,34,1,1,1943.44,0.7265,33,False,0 tickets,Stable Paid
329,ZenLabs,Education,medium,US,United States,America/New_York,dorothy.rodriguez@protonmail.com,2023-08-08,True,,,9.0,False,free,Free,0.0,active,2023-08-08,,monthly,,1,,0,39,1,1,1671.3235294117646,0.7218,38,False,1 ticket,Upsell Candidates
330,JadeDev,Telecommunications,medium,US,United States,America/Los_Angeles,michael.williams@protonmail.com,2024-08-19,True,,,6.0,False,free,Free,0.0,active,2024-08-19,,monthly,,1,,0,39,1,1,1519.774193548387,0.7294,39,False,1 ticket,Upsell Candidates
331,UnitWorks,Finance,medium,FR,France,Europe/Paris,carlos.torres@unitworks.com,2025-04-07,True,,,2.0,False,professional,Professional,39.0,active,2025-04-07,,monthly,,1,,0,47,1,1,1855.578947368421,0.728,46,False,1 ticket,Stable Paid
332,WaveCorp,Retail,small,GB,United Kingdom,Europe/London,ahmed.adams@wavecorp.com,2024-06-20,False,2025-09-12 09:01:10,Integration issues,3.0,True,free,Free,0.0,cancelled,2024-06-20,2025-09-12,monthly,Not using it,0,,0,42,2,2,1788.3055555555557,0.7243,41,False,0 tickets,Churned — Low Engagement
333,ZenHQ,Real Estate,medium,US,United States,America/Chicago,joseph.ramirez@yahoo.com,2024-05-02,True,,,7.0,False,free,Free,0.0,active,2025-02-24,,monthly,,0,,0,45,1,1,1732.6129032258063,0.7248,43,False,0 tickets,Upsell Candidates
334,ZenDev,Legal,small,US,United States,America/Los_Angeles,donald.scott@corp.net,2024-09-22,True,,,5.0,False,professional,Professional,32.5,active,2025-07-29,,annual,,0,,0,56,1,1,1660.265306122449,0.7282,56,False,0 tickets,Stable Paid
335,ZealCorp,Telecommunications,medium,US,United States,America/Chicago,linda.nelson@hotmail.com,2024-08-31,True,,,,False,professional,Professional Plus,49.17,active,2024-12-26,,annual,,0,,0,51,2,2,1769.25,0.7175,48,False,0 tickets,Stable Paid
336,WaveGroup,Insurance,medium,BR,Brazil,America/Sao_Paulo,elizabeth.lewis@hotmail.com,2023-06-09,True,,,,False,enterprise,Enterprise,99.0,active,2023-06-09,,monthly,,0,,0,37,1,1,2027.0,0.7081,36,False,0 tickets,Stable Paid
337,Nexus Digital,Retail,enterprise,DE,Germany,Europe/Berlin,james.perez@enterprise.com,2023-12-06,True,,,5.0,False,starter,Starter Plus,15.83,active,2023-12-06,,annual,,1,,0,41,1,1,1795.8709677419354,0.7214,41,False,1 ticket,Stable Paid
338,JadeIO,Finance,large,FR,France,Europe/Paris,wei.johnson@jadeio.com,2023-06-24,False,2024-05-30 18:29:28,,,True,enterprise,Enterprise,70.12,cancelled,2023-06-24,2024-05-30,annual,Switched competitor,0,,0,45,1,1,2226.5555555555557,0.7224,43,False,0 tickets,Churned — Low Engagement
339,DataHQ,Technology,small,AU,Australia,Australia/Sydney,wei.moore@company.io,2023-01-20,True,,,,False,starter,Starter Plus,16.15,active,2023-08-05,,monthly,,0,,0,40,1,1,1600.3529411764705,0.7038,38,False,0 tickets,Stable Paid
340,OrbitLogic,Legal,small,IN,India,Asia/Kolkata,ashley.hill@tech.dev,2024-07-28,True,,,5.0,False,free,Free,0.0,active,2024-07-28,,monthly,,0,,0,57,1,1,1625.2444444444445,0.7179,56,False,0 tickets,Upsell Candidates
341,VertexIO,Finance,small,IN,India,Asia/Kolkata,fatima.thompson@tech.dev,2023-03-05,True,,,,False,starter,Starter,10.0,active,2023-03-05,,annual,,0,,0,53,1,1,2028.1875,0.7278,49,False,0 tickets,Stable Paid
342,Vertex Logic,Logistics,small,US,United States,America/Chicago,olga.harris@hotmail.com,2024-08-09,False,2025-05-08 15:14:12,Integration issues,3.0,True,starter,Starter,10.0,cancelled,2025-01-06,2025-05-08,annual,Budget cuts,0,,0,32,1,1,1788.9130434782608,0.7132,31,False,0 tickets,Churned — Low Engagement
343,PeakDigital,Logistics,enterprise,GB,United Kingdom,Europe/London,kenji.rodriguez@tech.dev,2024-03-16,True,,,,False,free,Free,0.0,active,2024-03-16,,annual,,0,,0,44,1,1,2071.970588235294,0.7282,43,False,0 tickets,Upsell Candidates
344,PeakVentures,Marketing,small,JP,Japan,Asia/Tokyo,paul.patel@yahoo.com,2025-02-22,True,,,,False,free,Free,0.0,paused,2025-02-22,,monthly,,1,2.0,0,39,1,1,1767.6666666666667,0.7139,39,False,1 ticket,Upsell Candidates
345,Zeal Software,Healthcare,small,US,United States,America/Los_Angeles,mary.kim@corp.net,2023-08-25,True,,,1.0,False,professional,Professional,39.0,active,2023-08-25,,monthly,,1,5.0,0,42,1,1,1664.7714285714285,0.7182,42,False,1 ticket,Stable Paid
346,SageHub,Media,enterprise,BR,Brazil,America/Sao_Paulo,donald.rivera@startup.co,2023-05-21,False,2024-06-05 12:04:16,Too expensive,10.0,True,free,Free,0.0,cancelled,2023-05-21,2024-06-05,annual,Company reorganization,0,,0,42,1,1,2143.0,0.73,42,False,0 tickets,Churned — Low Engagement
347,ArcPlatform,E-commerce,enterprise,GB,United Kingdom,Europe/London,robert.lopez@corp.net,2023-11-29,True,,,,False,professional,Professional,39.0,active,2023-11-29,,monthly,,0,,0,43,1,1,1858.3870967741937,0.7283,40,False,0 tickets,Stable Paid
348,Vine Logic,Legal,small,AU,Australia,Australia/Sydney,donna.chen@gmail.com,2024-04-07,True,,,,False,free,Free,0.0,active,2024-04-07,,annual,,0,,0,40,1,1,1775.8620689655172,0.7249,39,False,0 tickets,Upsell Candidates
349,HiveDynamics,Legal,small,JP,Japan,Asia/Tokyo,matthew.king@hotmail.com,2024-02-12,True,,,,False,enterprise,Enterprise,99.0,active,2024-12-23,,monthly,,1,,0,41,2,2,1997.2941176470588,0.7293,39,False,1 ticket,Stable Paid
350,DriftSolutions,Real Estate,small,FR,France,Europe/Paris,dorothy.martinez@outlook.com,2023-04-26,False,2025-09-20 19:32:00,No longer needed,2.0,True,professional,Professional,39.0,cancelled,2024-04-07,2025-09-20,monthly,Switched competitor,0,,0,47,1,1,1889.3513513513512,0.7293,47,False,0 tickets,Churned — Low Engagement
351,LunaHQ,Legal,small,CA,Canada,America/Toronto,jennifer.taylor@yahoo.com,2023-05-07,False,2025-05-04 02:47:14,,3.0,True,starter,Starter,10.0,cancelled,2023-09-04,2025-05-04,annual,Not using it,0,,0,26,1,1,1551.5217391304348,0.7157,25,False,0 tickets,Churned — Low Engagement
352,UnitDev,Finance,medium,JP,Japan,Asia/Tokyo,matthew.williams@corp.net,2025-06-02,False,2025-07-30 01:55:09,No longer needed,,True,free,Free,0.0,cancelled,2025-06-02,2025-07-30,monthly,Missing features,0,,0,30,1,1,1723.8181818181818,0.6817,29,False,0 tickets,Churned — Low Engagement
353,ArcCloud,Insurance,medium,DE,Germany,Europe/Berlin,aisha.lopez@arccloud.com,2025-02-22,True,,,9.0,False,free,Free,0.0,active,2025-02-22,,annual,,0,,0,46,1,1,2036.2777777777778,0.7117,43,False,0 tickets,Upsell Candidates
354,Link Ops,Consulting,medium,AU,Australia,Australia/Sydney,mark.garcia+test@protonmail.com,2024-07-24,True,,,5.0,False,starter,Starter Plus,19.0,active,2024-07-24,,monthly,,1,,0,46,1,1,1898.0882352941176,0.7278,46,False,1 ticket,Stable Paid
355,Cloud Ops,Real Estate,enterprise,BR,Brazil,America/Sao_Paulo,karen.perez@startup.co,2023-06-15,True,,,,False,starter,Starter Plus,19.0,active,2023-06-15,,monthly,,0,,0,42,1,1,1795.1470588235295,0.7212,42,False,0 tickets,Stable Paid
356,DriftPro,Telecommunications,small,US,United States,America/Chicago,lars.martin@outlook.com,2025-05-13,True,,,4.0,False,professional,Professional Plus,59.0,active,2025-05-13,,monthly,,0,,0,46,1,1,1892.4285714285713,0.7249,44,False,0 tickets,Stable Paid
357,VertexDev,E-commerce,large,GB,United Kingdom,Europe/London,donna.brown@tech.dev,2024-05-10,True,,,,False,free,Free,0.0,active,2024-05-10,,monthly,,0,,0,39,1,1,1856.96,0.7215,35,False,0 tickets,Upsell Candidates
358,BeamGroup,Education,medium,BR,Brazil,America/Sao_Paulo,donna.thompson@enterprise.com,2024-10-09,True,,,,False,professional,Professional,39.0,active,2024-10-09,,monthly,,1,,0,40,1,1,2002.9032258064517,0.7245,40,False,1 ticket,Stable Paid
359,TrekCloud,Technology,small,US,United States,America/New_York,sandra.green@hotmail.com,2024-02-29,True,,,8.0,False,starter,Starter,10.0,active,2024-02-29,,annual,,0,,0,43,1,1,1940.0263157894738,0.7236,43,False,0 tickets,Stable Paid
360,Sync Analytics,Insurance,small,DE,Germany,Europe/Berlin,karen.allen@outlook.com,2023-12-16,True,,,10.0,False,enterprise,Enterprise,82.5,active,2024-02-22,,annual,,0,,0,39,1,1,1854.5555555555557,0.7123,38,False,0 tickets,Stable Paid
361,MetaWorks,Telecommunications,large,CA,Canada,America/Toronto,donald.tanaka@yahoo.com,2025-07-02,True,,,,False,professional,Professional,32.5,active,2025-07-02,,annual,,1,,0,56,1,1,1851.4634146341464,0.7228,55,False,1 ticket,Stable Paid
362,Hive Cloud,Real Estate,large,SG,Singapore,Asia/Singapore,charles.scott@company.io,2025-06-28,True,,,4.0,False,starter,Starter Plus,15.83,active,2025-06-28,,annual,,1,,0,45,2,2,1719.1724137931035,0.7236,40,False,1 ticket,Stable Paid
363,VertexLogic,Retail,small,BR,Brazil,America/Sao_Paulo,joshua.harris@protonmail.com,2023-11-19,True,,,3.0,False,starter,Starter,12.0,active,2023-11-19,,monthly,,0,,0,39,1,1,2167.32,0.7192,38,False,0 tickets,Stable Paid
364,LunaSystems,Technology,enterprise,GB,United Kingdom,Europe/London,jennifer.lewis@tech.dev,2023-12-15,True,,,,False,professional,Professional,39.0,active,2024-12-24,,monthly,,0,,0,34,1,1,1728.9615384615386,0.7298,33,False,0 tickets,Stable Paid
365,Grid Dev,Logistics,small,GB,United Kingdom,Europe/London,olga.williams@griddev.com,2023-11-15,True,,,,False,starter,Starter,10.0,active,2023-11-15,,annual,,0,,0,41,1,1,2158.939393939394,0.729,41,False,0 tickets,Stable Paid
366,VertexHQ,Healthcare,medium,SG,Singapore,Asia/Singapore,ahmed.martin@hotmail.com,2023-07-17,True,,,9.0,False,starter,Starter,12.0,active,2025-02-08,,monthly,,0,,0,30,1,1,1865.6923076923076,0.7215,30,False,0 tickets,Stable Paid
367,Hub Labs,Real Estate,medium,JP,Japan,Asia/Tokyo,michael.wilson@hublabs.com,2024-12-22,True,,,4.0,False,free,Free,0.0,active,2025-07-26,,annual,,2,3.0,0,49,1,1,1788.7073170731708,0.718,47,False,2-3 tickets,Upsell Candidates
368,NexusWorks,Technology,small,US,United States,America/New_York,donald.baker@outlook.com,2023-07-03,True,,,,False,starter,Starter Plus,19.0,active,2023-07-03,,monthly,,0,,0,43,1,1,2127.137931034483,0.7299,43,False,0 tickets,Stable Paid
369,MetaNet,Insurance,medium,US,United States,America/Chicago,priya.kim@metanet.com,2023-11-14,True,,,,False,starter,Starter,12.0,active,2023-11-14,,monthly,,0,,0,49,1,1,1746.516129032258,0.7263,49,False,0 tickets,Stable Paid
370,Xenon Logic,Finance,large,SG,Singapore,Asia/Singapore,lisa.muller@xenonlogic.com,2024-05-01,False,2025-06-06 18:43:17,Not enough users,,True,starter,Starter,12.0,cancelled,2024-05-01,2025-06-06,monthly,Missing features,0,,0,42,1,1,1811.4166666666667,0.7253,40,False,0 tickets,Churned — Low Engagement
371,ZealStudio,Finance,medium,US,United States,America/Chicago,betty.ivanov@tech.dev,2025-03-22,True,,,8.0,False,free,Free,0.0,active,2025-03-22,,annual,,0,,0,43,1,1,1875.125,0.7225,43,False,0 tickets,Upsell Candidates
372,NexusPlatform,Consulting,medium,US,United States,America/Chicago,lisa.wilson@startup.co,2023-12-17,True,,,8.0,False,professional,Professional,32.5,active,2023-12-17,,annual,,0,,0,36,1,1,1729.7096774193549,0.6968,35,False,0 tickets,Stable Paid
373,VineNet,Consulting,small,BR,Brazil,America/Sao_Paulo,joshua.robinson@enterprise.com,2025-09-05,True,,,8.0,False,enterprise,Enterprise,99.0,active,2025-09-05,,monthly,,0,,0,31,1,1,1776.2608695652175,0.7171,31,False,0 tickets,Stable Paid
374,UltraIO,Technology,small,GB,United Kingdom,Europe/London,sofia.rodriguez@gmail.com,2024-11-07,False,2025-07-01 07:39:47,Poor support experience,4.0,True,free,Free,0.0,cancelled,2024-11-07,2025-07-01,monthly,Missing features,1,,0,46,2,2,2369.6470588235293,0.7284,43,False,1 ticket,Churned — Low Engagement
375,TidalVentures,Logistics,small,AU,Australia,Australia/Sydney,yuki.thompson@corp.net,2024-02-18,True,,,,False,professional,Professional Plus,44.25,active,2025-06-17,,annual,,0,,0,43,1,1,1647.9285714285713,0.7156,42,False,0 tickets,Stable Paid
376,XenonDynamics,Technology,large,JP,Japan,Asia/Tokyo,sofia.thompson@gmail.com,2024-12-20,True,,,,False,free,Free,0.0,active,2024-12-20,,monthly,,0,,0,41,1,1,2159.266666666667,0.7211,40,False,0 tickets,Upsell Candidates
377,ZenLogic,E-commerce,large,US,United States,America/Los_Angeles,donald.rodriguez@company.io,2023-06-07,True,,,,False,starter,Starter,10.8,active,2023-06-07,,monthly,,0,,0,41,1,1,1709.64,0.7274,38,False,0 tickets,Stable Paid
378,Bolt Digital,Legal,medium,SG,Singapore,Asia/Singapore,margaret.rodriguez@startup.co,2025-07-04,True,,,,False,professional,Professional Plus,49.17,active,2025-09-16,,annual,,2,,0,43,2,2,1971.2068965517242,0.7095,39,False,2-3 tickets,Stable Paid
379,BeamDynamics,Manufacturing,small,GB,United Kingdom,Europe/London,barbara.ramirez@hotmail.com,2023-10-03,True,,,7.0,False,enterprise,Enterprise,84.15,active,2023-10-03,,monthly,,0,,0,37,1,1,1933.9615384615386,0.7213,37,False,0 tickets,Stable Paid
380,KeenIO,Healthcare,medium,CA,Canada,America/Toronto,carlos.garcia@protonmail.com,2023-03-22,True,,,,False,starter,Starter Plus,19.0,active,2024-01-01,,monthly,,0,,0,52,2,2,1641.531914893617,0.7261,50,False,0 tickets,Stable Paid
381,EchoStack,Logistics,small,SG,Singapore,Asia/Singapore,aisha.wright@gmail.com,2024-07-01,True,,,7.0,False,free,Free,0.0,active,2024-07-01,,annual,,1,,0,43,1,1,1834.8285714285714,0.7252,41,False,1 ticket,Upsell Candidates
382,Cloud Net,Telecommunications,medium,FR,France,Europe/Paris,karen.patel@enterprise.com,2024-08-09,False,2025-04-22 14:40:26,,,True,professional,Professional Plus,53.1,cancelled,2025-10-30,,monthly,Company reorganization,0,,0,41,1,1,1897.8,0.7247,39,False,0 tickets,Churned — Low Engagement
383,Glow Tech,Retail,enterprise,DE,Germany,Europe/Berlin,thomas.rodriguez@glowtech.com,2023-04-25,True,,,,False,starter,Starter Plus,12.67,active,2023-04-25,,annual,,0,,0,39,1,1,1848.5277777777778,0.7256,39,False,0 tickets,Stable Paid
384,QuestHQ,Finance,small,FR,France,Europe/Paris,jessica.young@gmail.com,2023-03-28,True,,,9.0,False,enterprise,Enterprise Custom,165.83,active,2023-09-19,,annual,,0,,0,36,1,1,2084.4,0.7228,35,False,0 tickets,Champions
385,WarpCorp,E-commerce,large,CA,Canada,America/Toronto,olga.green@warpcorp.com,2023-09-28,True,,,4.0,False,enterprise,Enterprise,99.0,active,2024-10-29,,monthly,,0,,0,39,2,2,1786.625,0.7145,38,False,0 tickets,Stable Paid
386,EchoCloud,Insurance,medium,GB,United Kingdom,Europe/London,matthew.baker@yahoo.com,2024-03-21,False,2025-04-03 14:37:22,Budget cuts,,True,starter,Starter Plus,19.0,cancelled,2024-03-21,2025-04-03,monthly,Missing features,0,,0,38,1,1,2167.3225806451615,0.7295,38,False,0 tickets,Churned — Low Engagement
387,GridDynamics,Retail,medium,BR,Brazil,America/Sao_Paulo,raj.moore@outlook.com,2024-08-21,True,,,,False,enterprise,Enterprise,99.0,active,2025-06-11,,monthly,,0,,0,34,1,1,1818.8260869565217,0.7298,33,False,0 tickets,Stable Paid
388,MetaDev,Legal,small,IN,India,Asia/Kolkata,kimberly.smith@gmail.com,2024-06-21,False,2025-07-02 08:57:54,Company closed,1.0,True,free,Free,0.0,cancelled,2024-06-21,2025-07-02,monthly,Budget cuts,0,,0,50,1,1,1972.0,0.7223,48,False,0 tickets,Churned — Low Engagement
389,CloudLabs,Technology,medium,SG,Singapore,Asia/Singapore,dmitri.wilson@cloudlabs.com,2024-09-11,False,2025-06-22 22:02:28,,,True,free,Free,0.0,cancelled,2024-09-11,2025-06-22,monthly,Too expensive,0,,0,54,1,1,1957.5348837209303,0.7268,53,False,0 tickets,Churned — Low Engagement
390,Sync HQ,Logistics,small,SG,Singapore,Asia/Singapore,sandra.moore@company.io,2025-03-10,False,2025-05-03 05:29:33,Budget cuts,10.0,True,professional,Professional,32.5,cancelled,2025-10-18,,annual,Missing features,0,,0,46,1,1,1615.65,0.706,46,False,0 tickets,Churned — Low Engagement
391,QuarkSolutions,Consulting,small,BR,Brazil,America/Sao_Paulo,betty.lopez@tech.dev,2023-08-12,True,,,7.0,False,professional,Professional Plus,59.0,active,2024-01-28,,monthly,,0,,0,41,2,2,1806.78125,0.7236,40,False,0 tickets,Stable Paid
392,Keen Pro,Education,enterprise,CA,Canada,America/Toronto,mary.young@gmail.com,2023-09-30,False,2024-07-12 04:29:34,Budget cuts,3.0,True,professional,Professional,39.0,cancelled,2024-06-10,2024-07-12,monthly,,1,4.0,0,40,1,1,1769.638888888889,0.729,40,False,1 ticket,Churned — Low Engagement
393,EchoCorp,Legal,enterprise,US,United States,America/Chicago,paul.anderson@echocorp.com,2024-07-02,True,,,8.0,False,free,Free,0.0,active,2024-07-02,,annual,,0,,0,35,1,1,1904.7931034482758,0.7271,34,False,0 tickets,Upsell Candidates
394,DataStack,Logistics,small,IN,India,Asia/Kolkata,paul.perez@protonmail.com,2023-06-30,True,,,,False,professional,Professional,39.0,active,2023-11-29,,monthly,,1,5.0,0,39,2,2,1708.0689655172414,0.7226,37,False,1 ticket,Stable Paid
395,TidalNet,Healthcare,large,FR,France,Europe/Paris,daniel.young@tidalnet.com,2023-07-17,False,2024-08-20 11:22:12,Not enough users,6.0,True,enterprise,Enterprise,89.1,cancelled,2024-01-08,2024-08-20,monthly,Missing features,0,,0,40,1,1,1697.4117647058824,0.7255,39,False,0 tickets,Churned — Low Engagement
396,Data Works,Insurance,large,US,United States,America/New_York,betty.davis@tech.dev,2024-11-25,True,,,9.0,False,professional,Professional,32.5,active,2024-11-25,,annual,,0,,0,47,1,1,1663.925,0.7223,46,False,0 tickets,Stable Paid
397,EdgeAI,Consulting,large,US,United States,America/New_York,donald.flores@edgeai.com,2024-10-09,False,2025-03-07 08:35:29,,4.0,True,professional,Professional,32.5,cancelled,2025-10-06,,annual,Missing features,1,5.0,0,33,1,1,1676.2222222222222,0.7137,32,False,1 ticket,Churned — Low Engagement
398,Meta Corp,Marketing,enterprise,FR,France,Europe/Paris,fatima.sanchez@corp.net,2023-11-26,True,,,,False,starter,Starter,10.0,active,2023-11-26,,annual,,0,,0,40,1,1,1839.0,0.7264,37,False,0 tickets,Stable Paid
399,LinkSolutions,Healthcare,small,US,United States,America/Los_Angeles,priya.clark@yahoo.com,2025-08-05,True,,,9.0,False,free,Free,0.0,active,2025-08-05,,monthly,,1,,0,40,2,2,1864.6666666666667,0.7273,38,False,1 ticket,Upsell Candidates
400,Flux Tech,Technology,small,US,United States,America/Los_Angeles,jennifer.rivera@startup.co,2025-03-22,True,,,,False,professional,Professional Plus,59.0,active,2025-03-22,,monthly,,2,3.0,1,36,1,1,1963.3703703703704,0.7256,35,False,2-3 tickets,Stable Paid
401,Core Corp,E-commerce,small,BR,Brazil,America/Sao_Paulo,carlos.williams@corp.net,2024-10-04,True,,,7.0,False,starter,Starter Plus,15.83,active,2024-10-04,,annual,,0,,0,32,1,1,1952.9130434782608,0.7238,31,False,0 tickets,Stable Paid
402,MetaSystems,Healthcare,medium,IN,India,Asia/Kolkata,kenji.kim@enterprise.com,2024-11-06,True,,,3.0,False,starter,Starter Plus,15.83,active,2024-11-06,,annual,,0,,0,34,1,1,1599.7096774193549,0.713,33,False,0 tickets,Stable Paid
403,RiftIO,Finance,large,US,United States,America/New_York,patricia.adams@protonmail.com,2025-04-04,True,,,3.0,False,professional,Professional,39.0,active,2025-09-26,,monthly,,0,,0,40,1,1,1795.235294117647,0.7251,40,False,0 tickets,Stable Paid
404,Bolt IO,Media,small,US,United States,America/Chicago,jessica.patel@startup.co,2024-11-24,True,,,3.0,False,starter,Starter,10.0,active,2025-04-11,,annual,,0,,0,39,1,1,1962.909090909091,0.7259,38,False,0 tickets,Stable Paid
405,GridPlatform,Retail,small,AU,Australia,Australia/Sydney,joseph.jones@gridplatform.com,2025-08-08,True,,,7.0,False,free,Free,0.0,paused,2025-08-08,,monthly,,1,,0,38,1,1,1920.344827586207,0.7168,35,False,1 ticket,Upsell Candidates
406,UnitSoftware,Education,small,IN,India,Asia/Kolkata,david.williams@unitsoftware.com,2024-04-21,True,,,6.0,False,professional,Professional Plus,59.0,active,2024-08-07,,monthly,,0,,0,38,1,1,1668.107142857143,0.695,36,False,0 tickets,Stable Paid
407,MistSolutions,Logistics,medium,US,United States,America/Los_Angeles,andrew.scott@tech.dev,2023-08-10,True,,,,False,starter,Starter Plus,17.1,active,2023-08-10,,monthly,,0,,0,39,1,1,1626.5925925925926,0.7272,38,False,0 tickets,Stable Paid
408,AcmePro,Retail,small,GB,United Kingdom,Europe/London,charles.ramirez@corp.net,2025-07-24,True,,,10.0,False,starter,Starter Plus,19.0,active,2025-07-24,,monthly,,0,,0,49,1,1,1650.4418604651162,0.7286,48,False,0 tickets,Stable Paid
409,EchoPro,Technology,medium,JP,Japan,Asia/Tokyo,betty.walker@outlook.com,2023-09-04,False,2025-05-10 22:24:15,Too expensive,,True,free,Free,0.0,cancelled,2023-09-04,2025-05-10,annual,Too expensive,0,,0,39,1,1,2001.3333333333333,0.7297,38,False,0 tickets,Churned — Low Engagement
410,NovaDigital,E-commerce,large,US,United States,America/Chicago,mary.walker@enterprise.com,2025-02-04,True,,,,False,starter,Starter,9.0,active,2025-02-04,,annual,,0,,0,42,1,1,2092.5625,0.7062,41,False,0 tickets,Stable Paid
411,ZealDigital,Manufacturing,small,IN,India,Asia/Kolkata,aisha.robinson+test@outlook.com,2024-12-08,True,,,7.0,False,starter,Starter Plus,19.0,active,2025-02-26,,monthly,,0,,0,35,1,1,1790.6451612903227,0.7272,34,False,0 tickets,Stable Paid
412,SageGroup,Insurance,small,SG,Singapore,Asia/Singapore,jennifer.flores@gmail.com,2025-07-20,True,,,,False,professional,Professional,39.0,active,2025-07-20,,monthly,,2,,0,44,1,1,1483.8974358974358,0.7245,44,False,2-3 tickets,Stable Paid
413,YieldStudio,Technology,small,IN,India,Asia/Kolkata,barbara.adams@yieldstudio.com,2023-12-09,True,,,7.0,False,professional,Professional Plus,59.0,active,2024-03-12,,monthly,,0,,0,28,1,1,1470.7894736842106,0.7257,28,False,0 tickets,Stable Paid
414,UltraStudio,Media,large,AU,Australia,Australia/Sydney,sarah.brown@enterprise.com,2025-04-29,False,2025-10-13 20:01:32,Outgrew the platform,,True,starter,Starter,10.0,cancelled,2025-04-29,2025-10-13,annual,Too expensive,0,,0,36,1,1,1619.090909090909,0.7199,36,False,0 tickets,Churned — Low Engagement
